"","S1.sorted.bam","S2.sorted.bam","S3.sorted.bam","S4.sorted.bam","S5.sorted.bam","S6.sorted.bam"
"27362",923,741,703,827,771,707
"100039062",1,0,1,2,0,1
"67452",1324,1025,985,1111,904,955
"319504",237,203,175,259,179,183
"217517",29,18,9,14,12,19
"664883",10,10,15,6,11,6
"217536",160,115,150,129,153,112
"15228",542,326,385,454,435,385
"67293",65,36,47,45,48,62
"620583",4,2,2,9,8,3
"69054",0,0,0,0,0,0
"18760",259,256,222,193,196,200
"217558",125,93,93,124,92,83
"76983",920,709,702,796,716,699
"12810",12,5,6,4,7,3
"94186",6915,5342,4984,5702,4985,4987
"11782",271,249,266,299,305,228
"207304",9049,6820,5516,7709,5061,6743
"544864",94,68,70,92,74,79
"320487",885,723,603,756,563,691
"328092",112,100,116,106,125,119
"14762",0,0,0,0,0,0
"76826",53,49,40,71,83,43
"11855",1346,956,733,1121,775,933
"73278",0,0,0,0,0,0
"238161",9395,6955,5484,8301,4859,6862
"27386",23,12,14,11,11,17
"67335",0,0,0,0,0,0
"112407",787,627,1035,966,946,808
"665239",0,0,0,0,0,0
"100038648",0,0,0,0,0,0
"104725",387,269,283,345,333,266
"100316682",0,0,0,0,0,0
"66266",442,355,409,422,431,376
"72183",1090,853,893,986,951,721
"12632",14253,11697,11839,12436,12129,11259
"217578",1115,940,773,985,779,833
"72658",75,53,63,71,57,53
"665137",3,0,1,1,3,1
"24067",4575,3654,4103,4357,4142,3774
"73385",1112,920,799,1111,1051,685
"100039815",81,56,61,57,82,50
"665155",4830,3897,4055,4059,3775,3404
"100101807",1185,944,969,1162,1075,934
"100039830",77,56,67,61,82,53
"100101806",3265,2709,2329,2979,2590,2667
"100503822",56,37,39,38,37,45
"59032",656,502,518,601,523,536
"66132",310,204,162,248,234,176
"26443",2078,1673,1598,1664,1660,1504
"18035",289,208,260,306,289,222
"79459",1,0,1,2,1,1
"56856",0,0,0,0,0,0
"56784",1236,852,742,1036,659,895
"52592",569,465,471,451,412,386
"100503961",0,0,0,0,0,0
"217588",119,95,80,103,92,94
"621837",5,3,6,2,7,5
"104798",0,0,0,0,0,0
"21869",1,0,0,0,0,0
"97836",0,0,0,0,0,0
"18094",4,5,2,1,3,2
"18511",3,2,6,7,2,8
"217593",10,3,1,5,6,3
"328099",454,327,408,415,362,337
"73490",77,58,47,63,68,57
"100504018",0,0,0,0,0,0
"100040044",0,0,0,0,0,0
"15375",1,3,2,0,0,1
"70846",1,0,0,0,2,0
"100504027",0,0,0,0,0,0
"100503562",0,0,0,0,0,0
"20605",1,0,2,1,0,0
"66864",94,74,70,88,101,68
"100504043",9,3,1,0,2,1
"20334",3570,2785,2682,3086,2559,2738
"66603",94,86,89,71,85,69
"78232",638,493,477,507,582,507
"18949",1567,1136,1398,1298,1214,937
"338320",0,0,0,0,0,1
"217615",1359,1053,1033,1145,1078,914
"70611",144,106,96,125,125,113
"100504078",0,0,0,0,0,0
"100504101",0,0,0,0,0,0
"238205",2,0,0,2,0,1
"73309",0,0,0,0,0,0
"623046",0,0,0,0,0,0
"217648",37,40,21,44,24,20
"66689",368,266,190,299,168,269
"328108",669,538,405,563,440,494
"328110",660,503,509,538,449,378
"30795",2510,2236,2149,2322,2315,2095
"104806",298,209,155,223,121,177
"217653",11,4,6,13,2,5
"70948",0,0,0,0,0,0
"238217",0,0,0,0,0,0
"320772",7,2,2,9,3,7
"100316870",0,0,0,0,0,0
"20090",2075,1614,1761,1855,2086,1804
"69706",1,1,0,0,0,0
"66483",2281,1872,1912,2014,2163,1816
"217664",811,572,647,715,766,722
"109065",54,37,50,46,34,50
"414085",49,33,53,33,42,39
"18974",16,20,5,11,5,11
"271005",136,133,132,124,117,97
"69554",2334,1799,1751,2102,1902,1778
"66244",1917,1416,1514,1486,1504,1307
"11845",1169,798,1037,1010,1034,964
"76062",0,1,0,0,0,0
"207965",105,87,99,95,117,79
"20663",1396,1105,939,1179,941,1093
"217666",393,269,303,271,280,262
"68055",120,112,113,115,134,108
"71091",28,22,12,22,19,17
"751538",0,0,0,0,0,0
"74724",1,1,1,2,1,1
"399510",971,727,772,820,718,713
"70934",6,0,3,1,4,1
"73991",65,42,56,58,43,42
"100040999",6,4,6,3,4,0
"64010",1102,850,933,950,955,854
"18080",488,367,285,462,301,391
"791312",1,1,1,0,1,1
"100504285",0,0,0,0,0,0
"110095",24,22,28,36,27,28
"414124",0,0,0,0,0,0
"94090",7,1,11,3,8,2
"72736",489,374,369,424,337,338
"100861697",4,2,4,5,9,0
"319710",1347,980,1018,1187,1055,1010
"56444",1643,1343,1364,1323,1483,1265
"19167",1866,1496,1533,1579,1618,1336
"73204",75,56,61,62,79,64
"238247",596,457,504,527,470,473
"75266",1,0,0,0,1,0
"30056",379,279,344,318,357,284
"76967",180,152,133,179,111,141
"59036",134,101,122,103,86,95
"67348",2,0,0,0,0,0
"73815",2,0,0,0,0,0
"208846",1651,1311,1194,1466,1134,1225
"238252",3,6,5,3,1,2
"67217",99,70,70,87,59,70
"104771",510,400,438,414,491,403
"73936",0,0,3,0,0,0
"104001",13,15,24,19,23,11
"78257",12,10,11,12,11,12
"67708",470,366,380,408,319,349
"66375",529,485,538,470,527,446
"19042",2240,1853,1769,2003,1862,1693
"100861726",0,2,0,0,0,0
"75801",10,8,5,9,4,9
"20476",0,0,0,0,1,1
"20471",2624,2170,2065,2286,2128,2118
"20474",816,627,592,754,590,590
"17420",713,603,655,644,668,489
"76357",179,125,144,146,156,124
"625098",237,159,185,178,188,115
"380765",26,17,20,33,30,26
"238257",239,144,183,228,191,168
"73644",38,33,54,37,41,22
"18755",11,5,8,7,8,8
"666385",1,1,1,1,2,0
"15251",2426,1811,1628,2265,1729,1929
"100504452",0,0,2,0,1,0
"277089",1,1,0,1,4,7
"75627",471,335,353,422,388,350
"238266",1,3,2,3,2,1
"100504476",0,0,0,0,0,0
"74284",1,3,0,0,2,1
"386753",1,2,2,2,0,1
"238271",0,1,1,0,0,0
"80837",165,100,121,148,132,97
"217674",0,0,0,0,1,0
"26932",893,729,674,848,734,707
"72338",60,39,54,73,60,49
"665931",0,0,0,0,0,0
"81535",357,254,270,318,331,253
"319565",66,49,32,54,44,36
"100628610",0,0,0,0,0,0
"13983",1,0,0,1,0,2
"80384",0,0,0,0,0,0
"108156",775,574,529,705,600,670
"238276",31,13,19,16,20,23
"109929",162,127,131,109,114,113
"268564",549,431,455,518,404,469
"100504512",2,2,7,5,1,1
"15512",621,519,519,509,546,531
"210762",3,2,2,3,3,7
"100041694",4,2,4,6,0,3
"100628604",0,0,0,1,0,0
"263406",294,182,178,238,182,185
"100504549",2,3,1,0,2,0
"20741",2694,2122,1703,2242,1598,2052
"211151",301,247,229,254,263,188
"14776",0,0,0,0,0,0
"104886",82,73,77,75,68,75
"110606",360,295,285,318,317,287
"17187",726,505,554,676,653,529
"53618",527,384,428,429,430,363
"626215",0,0,0,0,0,0
"268566",354,281,267,363,294,285
"70897",1,0,2,0,1,1
"56217",1619,1159,1092,1374,1014,1112
"73834",3050,2607,2424,2634,2592,2352
"13665",2375,1798,1707,1943,1830,1782
"27260",3,0,3,2,2,2
"268567",195,151,160,176,175,152
"211945",663,557,482,535,450,465
"110417",113,75,81,88,68,75
"11847",3,5,1,3,2,4
"53612",1407,1120,1161,1218,1368,1099
"17252",274,172,205,271,223,203
"77974",5,4,1,2,2,2
"211978",792,593,526,740,450,590
"19363",88,85,74,86,82,73
"12192",2113,1567,1789,1782,1686,1355
"69548",225,170,192,202,207,194
"109711",6503,4935,5136,6268,5352,5161
"320808",2785,2293,1972,2256,2058,1957
"100217447",0,2,0,1,0,0
"97827",539,453,395,446,365,385
"69522",1,0,0,0,1,0
"108760",21,19,22,17,26,11
"13877",1148,811,917,1000,1108,843
"328133",729,487,531,622,500,522
"68354",0,1,0,0,0,0
"217682",1,0,1,0,0,0
"380768",1,1,2,2,0,0
"217684",4521,3529,3516,4004,3576,3478
"67340",0,0,0,0,0,0
"100504661",6,5,4,6,9,7
"20384",3817,2880,3240,3249,3403,2694
"20493",1,2,5,0,2,1
"64075",41,29,25,29,38,30
"100526532",0,0,0,0,0,0
"110893",784,595,592,720,583,568
"100042143",2,0,0,1,0,0
"214321",8,13,6,6,2,3
"11498",8,8,9,6,4,3
"66272",296,231,253,253,267,232
"100504690",0,0,0,0,0,0
"24071",1250,957,920,948,848,822
"56622",1,1,0,0,1,1
"69792",314,240,284,277,286,226
"100504704",6,0,0,1,1,1
"69480",2675,2293,2087,2459,2349,2128
"338372",597,497,367,508,354,421
"54604",2648,2043,1649,2221,1412,1991
"217692",2145,1796,1582,2048,1474,1752
"50779",12,4,10,8,10,4
"791340",0,1,0,0,0,0
"74283",0,0,0,0,0,0
"70127",31,27,36,43,33,32
"73828",523,441,402,456,437,447
"217695",856,608,586,765,636,608
"67039",3663,2895,3017,2968,3062,2705
"19164",1716,1354,1284,1506,1237,1227
"170721",4,0,2,1,3,1
"18222",292,239,235,284,198,215
"71952",106,104,103,109,122,113
"171210",249,206,215,249,250,217
"26897",48,10,30,36,31,21
"171282",13,7,13,11,9,8
"171281",0,0,0,0,0,0
"217698",0,0,0,0,0,0
"217700",106,66,74,99,73,94
"105000",1960,1524,1494,1536,1348,1277
"70481",41,37,34,37,38,37
"238317",1165,888,885,1024,800,838
"100502697",0,0,1,0,0,0
"77219",1969,1474,1448,1734,1503,1500
"52708",424,348,396,426,376,306
"217705",78,61,57,60,63,32
"217707",329,276,254,295,285,257
"12499",366,295,328,340,251,270
"72873",30,28,23,23,20,23
"66381",303,199,253,248,257,232
"104776",417,296,322,373,321,323
"100861863",0,0,0,0,0,0
"217708",108,79,96,82,96,73
"12677",0,0,0,0,0,0
"19300",557,376,444,446,412,397
"432677",0,0,0,0,0,0
"627191",0,0,3,4,2,0
"67963",4107,2798,3251,3596,3684,3064
"74316",403,309,378,427,411,368
"16997",1897,1186,1228,1730,1352,1558
"100303738",7,15,4,13,11,6
"68497",1484,1120,1086,1395,1045,1109
"73736",433,345,310,393,433,314
"56531",1522,1174,1076,1310,980,1150
"100502763",9,1,8,1,1,2
"73422",14,18,10,11,7,5
"78920",5778,4805,4581,5097,4629,4488
"238323",9,5,4,4,8,5
"18654",33,26,38,20,36,32
"217715",1455,1132,1230,1265,1283,1129
"217716",414,277,282,345,298,374
"66204",142,113,99,114,118,92
"72350",70,62,53,70,72,38
"217718",3558,2704,2643,2987,2587,2772
"100502783",0,0,0,0,0,0
"68581",2688,2203,2149,2299,2079,2016
"14281",2410,1749,1859,1806,1759,1305
"81703",500,359,360,459,461,351
"53314",0,0,0,0,1,0
"217721",78,49,66,54,48,57
"58520",189,146,150,202,166,153
"320244",631,542,538,648,495,579
"21809",7351,6130,6370,6893,6504,5961
"100861892",7,12,4,10,5,8
"76411",423,359,394,382,400,364
"328136",0,0,0,0,0,0
"70373",542,457,378,509,415,365
"26380",551,478,428,474,459,490
"238328",581,564,492,571,535,478
"68737",319,248,280,248,272,251
"627607",0,0,0,0,0,0
"238330",2469,1973,2183,2293,2238,2012
"217732",1275,1029,989,1118,981,1022
"238331",0,0,0,3,2,0
"217733",2,2,3,2,1,0
"64242",5,2,3,0,1,0
"217734",373,244,325,330,314,284
"14874",402,335,326,400,379,348
"382620",313,244,206,261,198,208
"238333",24,14,19,20,13,13
"71275",16,11,15,21,19,19
"104799",411,300,336,375,365,346
"217737",3164,2612,2668,2687,2707,2565
"217738",0,0,0,0,2,1
"20773",406,309,358,408,374,377
"211064",229,160,164,175,187,177
"100526546",0,1,1,2,1,2
"654309",10,10,7,11,10,8
"380773",302,231,252,265,266,209
"66354",1646,1317,1410,1423,1389,1261
"666806",1,0,0,0,0,0
"193322",0,0,0,0,0,0
"100042776",2,0,0,0,1,0
"100042786",0,0,0,0,0,0
"100862206",0,0,0,0,0,0
"100861908",0,0,0,0,0,0
"100861898",0,0,0,0,0,0
"544881",2,0,2,0,1,0
"100038992",0,0,0,0,0,0
"100038982",0,0,0,0,0,0
"100039042",0,0,0,0,0,0
"100039052",0,0,0,0,0,0
"100039076",0,0,0,0,0,0
"100039087",0,0,0,0,0,0
"100039100",0,0,0,0,0,0
"100039162",0,0,0,0,0,0
"100039129",1,1,1,0,0,0
"667350",3,3,2,7,2,2
"546543",0,0,0,0,0,0
"100039315",0,0,0,0,0,0
"666862",0,0,0,0,0,0
"435337",1,0,0,0,0,0
"633093",0,0,0,0,0,0
"266459",0,0,0,0,0,0
"100503047",0,0,0,0,0,0
"72113",210,156,158,139,122,152
"71818",6,7,2,4,7,2
"18191",673,564,665,522,575,545
"13371",1803,1678,1581,1534,1273,1421
"75216",36,23,26,22,18,27
"71349",0,0,0,0,0,0
"22095",7,5,4,6,7,10
"83602",589,406,513,515,537,434
"108800",227,183,134,220,125,189
"666955",0,0,0,0,1,0
"20338",3102,2256,2078,2530,2156,2250
"399558",884,672,574,789,620,690
"100862089",0,0,0,0,0,0
"69423",0,0,0,0,0,0
"14420",297,247,255,303,261,238
"14744",0,0,0,0,0,0
"72258",20,5,6,10,13,5
"104871",77,66,65,89,71,75
"24000",5912,4942,4728,5106,4318,4783
"75553",2283,2008,1853,2033,1819,1803
"319670",170,122,120,122,96,91
"76260",165,125,126,151,147,131
"67639",2,0,0,0,0,0
"71375",497,336,281,378,309,388
"100503855",0,2,1,0,1,0
"100503812",0,0,0,0,0,0
"73457",0,1,0,0,0,0
"78767",4,0,5,6,3,1
"104884",184,144,162,149,150,185
"217826",365,263,226,362,347,271
"19179",5528,4491,4559,4773,4753,4262
"217827",287,236,253,243,241,234
"100038378",3,1,5,4,4,3
"12313",6161,4915,4831,5586,5138,4778
"100861669",0,0,0,0,0,0
"100038713",1,3,0,1,2,2
"104718",1407,1193,1206,1274,1098,1195
"73086",263,221,240,249,170,212
"100040123",16,12,10,7,15,19
"217830",495,328,342,462,364,365
"667148",0,0,1,1,1,1
"238377",35,45,32,24,26,43
"68339",2045,1502,1333,1671,1171,1330
"100038467",0,0,0,2,0,0
"100316805",0,0,0,0,0,0
"68734",951,719,731,768,697,663
"319760",8,6,12,6,14,10
"74947",0,0,0,0,0,0
"271036",0,0,0,0,0,0
"74413",0,0,0,0,0,0
"23876",232,199,191,226,225,238
"109181",1044,692,498,818,435,718
"100504056",51,25,26,33,40,32
"110616",389,257,273,326,266,248
"100040297",606,490,502,577,524,514
"51786",1395,1067,1025,1131,1016,1008
"238384",299,197,164,214,183,193
"217835",1354,1174,1194,1226,1052,1094
"19141",3363,2645,2772,2787,2720,2429
"27277",1191,892,1003,1106,979,902
"12652",13,4,9,11,3,4
"217837",129,124,115,129,118,105
"100504113",0,0,0,0,0,0
"100316812",0,0,0,0,0,0
"100859931",0,1,3,2,4,2
"64113",1,0,1,0,0,0
"320351",145,149,154,164,142,143
"100233175",149,115,95,118,119,101
"66622",612,413,433,517,449,474
"238386",774,581,438,653,433,618
"75483",0,0,0,0,0,0
"217843",14,9,13,15,9,3
"170952",0,1,0,0,2,0
"100504156",0,0,1,1,2,0
"65256",3908,3417,3962,3969,3696,3516
"68149",428,347,323,371,355,327
"27225",3010,2511,2294,2750,2308,2506
"52668",459,362,417,355,329,427
"76933",0,0,0,0,1,0
"217845",0,0,7,5,1,0
"74521",27,20,22,20,27,20
"217847",0,0,0,0,0,2
"12401",1,1,2,0,3,1
"194604",1,0,0,1,0,1
"68348",0,0,0,0,0,0
"20701",0,0,0,0,0,0
"20703",0,0,0,0,0,0
"20700",0,0,1,0,0,2
"20702",0,0,1,0,0,0
"20704",6,4,8,5,2,3
"380780",0,0,1,1,0,0
"71907",52,41,40,36,44,33
"68054",26,28,23,16,41,22
"321018",0,0,0,0,0,0
"268591",0,0,0,0,0,0
"74069",0,0,0,0,0,0
"271047",0,0,0,0,0,0
"16625",10,25,12,10,10,17
"238393",3,1,1,2,0,1
"20715",15,10,10,24,13,11
"546546",15,19,18,35,23,17
"628900",2,7,7,3,2,4
"238395",0,0,0,0,0,2
"20714",0,0,0,0,0,0
"100504264",0,0,0,0,0,0
"20717",1,0,0,0,0,0
"20716",73,66,42,75,58,57
"14836",0,2,0,1,1,1
"791311",1,0,0,0,0,0
"192119",1448,1156,964,1313,953,1136
"100504301",11,6,10,5,1,7
"94040",88,75,70,97,70,85
"212073",207,148,121,185,148,144
"69434",20,12,12,7,2,5
"100306943",0,0,0,0,2,0
"100526471",0,0,0,0,0,0
"73046",1,0,0,0,0,0
"100504315",0,0,0,0,0,0
"27381",4,0,0,0,1,1
"27379",10,6,12,10,3,11
"27382",0,0,0,0,0,0
"27378",0,0,0,0,0,0
"27380",0,0,0,0,0,0
"21432",0,0,0,0,2,0
"69952",2,0,1,1,0,0
"100040339",0,0,0,0,0,0
"268595",66,66,56,81,55,57
"12062",39,28,26,29,39,32
"12061",34,38,31,36,38,31
"76559",1422,1001,972,1215,861,1031
"66787",580,496,476,509,478,444
"78801",2,2,3,0,3,0
"18789",3863,3110,2688,3482,2624,2858
"100503099",0,0,0,0,0,0
"22367",100,76,70,110,103,77
"76639",0,0,0,0,0,0
"71033",0,0,0,0,0,0
"73160",0,0,0,0,0,0
"74968",0,0,0,0,0,0
"58208",1,3,4,5,3,0
"100503150",0,0,0,0,0,0
"52690",3298,2621,2637,2649,2633,2502
"12454",1085,892,833,1042,833,870
"668158",58,42,47,68,40,63
"100861813",1,2,6,3,1,0
"214305",15,20,15,27,19,15
"13116",128,105,151,129,128,127
"68519",224,175,170,221,178,193
"100504467",1,3,1,0,5,1
"14026",282,247,260,296,293,217
"723909",0,0,0,0,0,0
"70059",11,11,11,18,10,9
"22632",999,849,823,926,915,797
"214663",65,58,76,62,57,70
"100503195",19,10,8,12,12,16
"723946",2,1,4,4,2,2
"104910",48,33,25,25,28,15
"22375",1518,1233,1167,1424,1346,1243
"212198",77,65,60,64,69,72
"380785",24,32,24,18,28,28
"13386",7,5,1,6,10,1
"17263",2103,1622,2449,1675,1743,1184
"100316809",0,0,0,0,0,0
"791079",0,0,0,0,0,0
"751547",0,0,0,0,0,0
"100124466",0,0,0,0,0,0
"723843",0,0,0,0,0,0
"723880",0,0,0,0,0,0
"751555",0,0,0,0,0,0
"100526472",1,0,0,0,0,0
"100526519",0,0,0,1,0,0
"353326",4,3,4,6,6,7
"723866",0,0,0,0,0,0
"76880",0,0,0,0,0,0
"723937",0,0,0,0,0,0
"387146",0,0,0,0,0,0
"723867",0,0,0,0,0,0
"100316735",0,0,0,0,0,0
"100526473",0,0,0,0,0,0
"387154",0,0,0,0,0,0
"75745",2378,2054,2178,1809,1839,1563
"100316669",1,0,0,0,0,0
"723854",0,0,0,0,0,0
"449562",3,1,0,1,1,2
"449561",1,0,0,1,0,0
"100861570",0,1,1,1,0,1
"100303647",54,62,60,37,50,44
"100861571",0,0,0,1,0,0
"100303646",0,0,0,0,0,0
"100861572",1,0,3,1,0,1
"100124461",0,0,0,0,0,0
"723858",0,0,0,0,0,1
"723936",0,0,0,0,0,0
"723927",0,0,0,0,0,0
"723859",0,0,0,0,0,0
"100316751",0,0,0,0,0,0
"723839",0,0,0,0,0,0
"791071",0,0,0,0,0,0
"723842",0,0,0,0,0,0
"723878",0,0,0,0,0,0
"751539",0,0,0,0,0,0
"100316673",0,0,0,0,0,0
"751521",0,0,0,0,0,0
"723881",0,0,0,0,0,0
"751522",0,0,0,0,0,0
"751552",0,0,0,0,0,0
"723856",0,0,0,0,0,0
"100124453",0,1,0,0,0,0
"723934",0,0,0,0,0,0
"723855",0,0,0,0,0,0
"723833",0,0,0,0,0,0
"723935",0,0,0,0,0,0
"723940",0,0,0,0,0,0
"723917",0,0,0,0,0,0
"100124450",0,0,0,0,0,0
"723912",1,5,2,2,1,0
"387152",1,0,0,0,0,0
"751523",0,1,0,0,0,2
"723875",0,0,1,0,0,1
"100040724",55,36,43,40,30,29
"100124484",0,0,1,1,0,1
"387172",0,0,0,0,0,0
"751524",0,0,1,0,0,2
"723857",0,1,1,3,1,0
"723941",0,0,0,0,1,1
"723862",0,0,0,1,0,0
"723913",0,0,0,0,0,0
"723933",1,1,0,0,0,0
"723863",0,0,0,0,0,0
"100499517",2,1,2,3,2,0
"67280",0,0,0,0,0,0
"353504",0,0,2,0,0,1
"100526515",0,0,0,0,0,0
"107585",0,0,1,2,2,0
"629595",7,17,16,24,19,21
"26931",2664,2136,2009,2283,1976,1984
"100503237",35,34,17,42,33,24
"319786",2,3,10,3,9,2
"13424",10256,7188,5527,8817,4416,7438
"66323",12,3,14,21,6,6
"100861856",1,1,0,0,0,0
"15519",9165,6954,6962,7549,7009,6737
"69641",527,385,382,388,378,341
"26448",63,55,60,49,43,61
"66709",12,5,6,7,5,5
"72805",158,127,146,154,137,138
"100041649",349,322,313,340,303,308
"67236",537,457,448,524,522,448
"104859",414,327,284,355,308,331
"74251",254,269,328,287,266,303
"77878",1,1,1,2,1,3
"217864",789,570,531,626,450,532
"22031",2128,1831,1675,2036,1564,1697
"93835",15,2,8,16,13,6
"100503323",1,2,4,2,2,0
"217866",2212,1727,1678,1884,1739,1739
"380787",0,0,0,0,0,0
"74190",65,63,50,50,66,39
"21928",1817,1296,1521,1667,1562,1459
"212539",4,0,2,0,0,1
"217869",5404,4308,3736,4514,3890,3784
"100316932",46,44,24,39,22,24
"100504687",55,54,43,40,44,43
"17169",2425,2000,2038,2329,2008,1968
"12709",8502,7320,8414,7666,8208,7678
"328162",249,254,227,257,246,207
"70369",619,530,538,495,532,487
"68020",509,462,462,453,503,389
"16593",9303,7717,8098,8373,8043,7588
"74335",211,145,161,201,176,126
"68520",342,282,288,286,292,247
"21981",464,379,388,440,364,374
"77675",3,2,1,3,5,0
"70257",1793,1494,1440,1559,1650,1431
"74691",7,7,7,7,9,9
"217874",0,0,0,0,0,0
"104816",26,16,15,24,22,15
"100526547",0,0,0,0,0,0
"387199",0,0,0,0,0,0
"668303",672,578,623,635,558,506
"100504733",0,0,0,0,0,0
"100126692",0,0,0,0,0,0
"319942",5,3,1,3,3,1
"104885",362,309,335,338,333,351
"70435",2632,2004,2243,2319,2023,1937
"11565",4930,4208,4343,4779,4813,4025
"30954",207,174,175,237,224,216
"11651",8935,7313,7119,8176,7647,7155
"382639",217,177,173,141,153,162
"217882",1500,1045,1100,1222,1174,1086
"104759",3,1,3,5,0,4
"100041194",3241,2386,2745,3002,2365,2629
"100047183",15885,11579,8815,18470,8953,14543
"217887",209,192,184,214,211,182
"71963",233,197,208,226,224,178
"56696",1,0,0,1,1,2
"16450",1929,1477,1551,1718,1606,1453
"66174",250,249,250,259,242,206
"72308",1272,1047,973,1085,871,841
"399566",318,311,302,343,323,307
"217893",5639,4462,4438,5067,4142,4112
"75671",3,2,1,1,2,1
"116870",1507,1235,1222,1462,1182,1234
"100861919",0,0,0,0,0,0
"68337",8663,7257,7789,7694,8059,6999
"12925",122,94,162,127,149,139
"104732",43,28,41,22,32,15
"69195",36,28,31,41,36,38
"238447",3,6,6,5,8,3
"380792",0,0,0,0,0,0
"404711",9,4,4,4,5,11
"16016",0,0,1,0,0,0
"16017",0,0,0,0,0,0
"380795",0,0,0,0,0,0
"380797",0,0,0,1,0,0
"16019",86,60,56,58,38,35
"777656",0,0,0,3,0,0
"777655",0,0,0,0,0,0
"777654",0,0,0,0,0,0
"777648",0,0,0,0,0,0
"777661",0,0,0,0,0,0
"777662",0,0,0,0,0,0
"777664",0,0,0,0,0,0
"777667",0,0,0,0,0,0
"777672",0,0,0,0,0,0
"777675",0,0,0,0,0,0
"777677",0,0,0,0,0,0
"777679",0,0,0,0,0,0
"777657",0,0,0,0,0,0
"238405",0,0,0,0,0,0
"777681",0,0,0,0,0,0
"238406",0,0,0,0,0,0
"777685",0,0,0,0,0,0
"777686",0,0,0,0,0,0
"777688",0,0,0,0,0,0
"238412",0,0,0,0,0,0
"777780",0,0,0,0,0,0
"668389",0,0,0,0,0,0
"544896",0,0,0,0,0,0
"638605",0,0,0,0,0,0
"668395",0,0,0,0,0,0
"630486",0,0,0,0,0,0
"641178",0,0,0,0,0,0
"628098",0,0,0,0,0,0
"791089",0,0,0,0,0,0
"791090",0,0,0,0,0,0
"629785",0,0,0,0,0,0
"780793",0,0,0,0,0,0
"780792",0,0,0,0,0,0
"633568",0,0,0,0,0,0
"780794",0,0,0,0,0,0
"640046",0,0,0,0,0,0
"780800",0,0,0,0,0,0
"780801",0,0,0,0,0,0
"780802",0,0,0,0,0,0
"780803",0,0,0,0,0,0
"780804",0,0,0,0,0,0
"668421",0,0,0,0,0,0
"780818",0,0,0,0,0,0
"238418",0,0,0,0,0,0
"629812",0,0,0,0,0,0
"195180",0,0,0,0,0,0
"629818",0,0,0,0,0,0
"780825",0,0,0,0,0,0
"629826",0,0,0,0,0,0
"668438",0,0,0,0,0,0
"632654",0,0,0,0,0,0
"629833",0,0,0,0,0,0
"633457",0,0,0,0,0,0
"780828",0,0,0,0,0,0
"780829",0,0,0,0,0,0
"636260",0,0,0,0,0,0
"780831",0,0,0,0,0,0
"629842",0,0,0,0,0,0
"435321",0,0,0,0,0,0
"629845",0,0,0,0,0,0
"628398",0,0,0,0,0,0
"639510",0,0,0,0,0,0
"238427",0,0,0,0,0,0
"432701",0,0,0,0,0,0
"629849",0,0,0,0,0,0
"380808",0,0,0,0,0,0
"432702",0,0,0,0,0,0
"668469",0,0,0,0,0,0
"380809",0,0,0,0,0,0
"668474",0,0,0,0,0,0
"780864",0,0,0,0,0,0
"668478",0,0,0,0,0,0
"629859",0,0,0,0,0,0
"629860",0,0,0,0,0,0
"629863",0,0,0,0,0,0
"629865",0,0,0,0,0,0
"629866",0,0,0,0,0,0
"629871",0,0,0,0,0,0
"668493",0,0,0,0,0,0
"382692",0,0,0,0,0,0
"668497",0,0,0,0,0,0
"780883",0,0,0,0,0,0
"780884",0,0,0,0,0,0
"780885",0,0,0,0,0,0
"629884",0,0,0,0,0,0
"629893",0,0,0,0,0,0
"628614",0,0,0,0,0,0
"629897",0,0,0,0,0,0
"668517",0,0,0,0,0,0
"780891",0,0,0,0,0,0
"629906",0,0,0,0,0,0
"629908",0,0,0,0,0,0
"629915",0,0,0,0,0,0
"629919",0,0,0,0,0,0
"629925",0,0,0,0,0,0
"640506",0,0,0,0,0,0
"780929",0,0,0,0,0,0
"382696",0,0,0,0,0,0
"780931",0,0,0,0,0,0
"629930",0,0,0,0,0,0
"211331",0,0,0,0,0,0
"780932",0,0,0,0,0,0
"382695",0,0,0,0,0,0
"780938",0,0,0,0,0,0
"780939",0,0,1,0,0,0
"432708",0,0,0,0,0,0
"674018",0,0,0,0,0,0
"668544",0,0,0,0,0,0
"100502704",0,0,0,0,0,0
"238448",0,0,0,0,0,0
"668549",0,0,0,0,0,0
"432709",0,0,0,0,0,0
"780956",0,0,0,0,0,0
"380823",0,0,0,0,0,0
"636462",0,0,0,0,0,0
"380824",0,0,0,0,0,0
"435328",0,0,0,0,0,0
"619833",0,0,0,0,0,0
"780960",0,0,0,0,0,0
"638634",0,0,0,0,0,0
"619886",0,0,0,0,0,0
"619916",0,0,0,0,0,0
"100775172",0,0,0,0,0,0
"668577",0,0,0,0,0,0
"100775173",0,0,0,0,0,0
"668582",0,0,0,0,0,0
"622728",0,0,0,0,0,0
"100775174",0,0,0,0,0,0
"619994",0,0,0,0,0,0
"213570",0,0,0,0,0,0
"435331",0,0,0,0,0,0
"668589",0,0,0,0,0,0
"668591",0,0,0,0,0,0
"100775175",0,0,0,0,0,0
"620140",0,0,0,0,0,0
"434609",0,0,0,0,0,0
"668597",0,0,0,0,0,0
"668599",0,0,0,0,0,0
"56220",508,390,387,441,312,348
"22355",10,5,13,4,9,4
"217935",463,356,386,376,394,352
"52635",1167,798,823,1062,783,865
"100502747",1,0,0,0,0,0
"319545",38,29,26,40,26,22
"76044",90,44,60,87,49,68
